(Ashwattha tree) ripe fruit	(অশ্বত্থ গাছের) পাকা ফল
Black cumin	কালো জিরা
Black cumin	কালো জীরে
Black flag	কালো ঝান্ডা
Black money	কালো টাকা
Black partridge	কালো তিতির
Black incense	কালো ধূপ
Black flag	কালো ধ্বজা
Black salt	কালো নুন
Black flag	কালো পতাকা
Black papaya	কালো পাপিয়া
Black market	কালো বাজার
The black market	কালো বাজারী
Black buzz	কালো বুজ্জা
Black beetle	কালো ভৃঙ্গরাজ
Black marble	কালো মর্মরপ্রস্তর
Black color	কালো রঙ
Black mustard	কালো সড়ষে
Black mustard	কালো সড়িষা
Black stork	কালো সারস পাখি
Blackout	কালোধন
Black market	কালোবাজার
Black market	কালোবাজারী
Blackheads	কালোমোহরা
Fiction	কাল্পনিক কাহিনী
Fictional creatures	কাল্পনিক জীব
Fictional world	কাল্পনিক দুনিয়া
Fictional animals	কাল্পনিক প্রাণী
Fictional objects	কাল্পনিক বস্তু
Fictional space	কাল্পনিক স্থান
Cough	কাশ
The grass	কাশতৃণ
Kashful	কাশফুল
Cough	কাশি
Kashi Bishwanath	কাশি বিশ্বনাথ
Cough	কাশী
Kashi Nagar	কাশী নগর
Kashiraj	কাশীরাজ
Kashmiri	কাশ্মরী
Kashmir	কাশ্মীর
Kashmiris	কাশ্মীরা
Kashmiri	কাশ্মীরি
Kashmiri language	কাশ্মীরি ভাষা
Kashmiri Kundal	কাশ্মীরী কুণ্ডল
Kashyap	কাশ্যপ
Kasyapa sage	কাশ্যপ ঋষি
Kashyapeya	কাশ্যপেয়
Wood plant	কাষ্ঠ উদ্ভিদ
Wooden cage	কাষ্ঠ খাঁচা
Wooden puppet	কাষ্ঠ পুত্তলিকা
The wood is dry	কাষ্ঠ শুক
Pieces of wood	কাষ্ঠখণ্ড
Cassini	কাসনি
Cassava color	কাসনি রঙ
Cassava	কাসনী
Kasar	কাসর
Cassar	কাসার
Custard	কাস্টার্ড
Castris	কাস্ট্রিস
The scythe	কাস্তে
Kahla	কাহলা
Whose	কাহার
Whose race	কাহার জাতি
Whoa	কাহারবা
Kahal	কাহাল
The story	কাহিনী
কহিয়া	কাহিয়া
Carry	কাড়ী
Physiotherapy	কায়-চিকিত্সা
Physiotherapy	কায়চিকিত্সা
Wheels	কায়দা
Kayfal	কায়ফল
The nutmeg is ripe	কায়ফল পাক্কা
Cairo	কায়রো
Kayastha	কায়স্থ
Kayastha nation	কায়স্থ জাতি
Kayastha	কায়স্থা
Kayasthini	কায়স্থিনী
Kaya	কায়া
Kaya kalpa	কায়া কল্প
Kaya-kalpa	কায়া-কল্প
Transfiguration	কায়া-বদল
Rejuvenation	কায়াকল্প
Transformation	কায়াপরিবর্তণ
Transfiguration	কায়াবদল
What	কি
Km	কি.মি
Kinkini	কিংকিণী
King	কিংপুরুষ
Legend	কিংবদন্তি
Legend	কিংবদন্তী
Kingshasa	কিংশাসা
Kingshook	কিংশুক
Kingstown	কিংসটাউন
Kingston	কিংস্টন
Kiwi	কিউই
Q:	কিউঈ
Cube	কিউব
Cuba	কিউবা
Cuban Peso	কিউবান পেসো
Cuban	কিউবাবাসী
Kicker	কিকর
Kikri	কিকরী
Kigley	কিগলী
Kinkini	কিঙ্কিণী
Kinky	কিঙ্কির
Kinkirat	কিঙ্কিরাত
King	কিঙ্গ
Something	কিছু
Something	কিছু একটা
Kinchulak	কিঞ্চুলক
Kit	কিট
Keaton	কিটোন
Kidney	কিডনি
Kidnap	কিডন্যাপ
What?	কিণ
Kinbak	কিণ্বক
Fermentation	কিণ্বন
How much	কিতকিত
Kitan script	কিতান লিপি
How much?	কিত্ কিত্
Edge	কিনার
Edge	কিনারা
Kinner	কিন্নর
Kinnar race	কিন্নর জাতি
Kinnar District	কিন্নর জেলা
Kib	কিব
Keyboard	কিবোর্ড
Kim	কিমাম
Kirkuk	কিরকুক
Kyrgyz	কিরগিজ
Kyrgyzstan	কিরগিজস্তান
Resident of Kyrgyzstan	কিরগিজস্তান বাসী
Kyrgyzstan	কিরগিজস্তানি
Kyrgyz Mon.	কিরগিজস্তানি সোম
Kiran	কিরণ
Kirandi	কিরন্ডি
Kira	কিরা
Kiranchi	কিরাঞ্চী
Kirich	কিরিচ
Kiribati	কিরিবাটী
Kiribati Republic	কিরিবাটী গণরাজ্য
Kiribati Democracy	কিরিবাটী জনতন্ত্র
Kiribati Dollar	কিরিবাটী ডলার
Kirundi	কিরুন্ডি
Kiroula	কিরৌলা
Kirmir	কির্মির
Kirra	কির্রা
Kill	কিল
Click	কিলক
Kilkila Kapardik	কিলকিলা কপর্দিক
Kilkey	কিলকী
Kilkaiya	কিলকৈয়া
Kilkaya disease	কিলকৈয়া রোগ
Kilang city	কিলাঙ্গ শহর
Click	কিলিক
Kilo	কিলো
Kilograms	কিলোগ্রাম
Kilometers	কিলোমিটার
Raisins	কিশমিশ
Kislay	কিশলয়
Kishinev	কিশিনেভ
Teenager	কিশোর
Juvenile delinquency	কিশোর অপরাধ
Juvenile delinquency court	কিশোর অপরাধ বিচারালয়
Adolescence	কিশোরাবস্থা
Adolescent	কিশোরী
Kisanganj	কিষানগঞ্জ
Kisanganj district	কিষানগঞ্জ জেলা
Kisanganj city	কিষানগঞ্জ শহর
Kishkindha	কিষ্কিন্ধ
Kishkindha	কিষ্কিন্ধা
Kishkindhapati	কিষ্কিন্ধাপতি
Kishkindha Kand	কিষ্কিন্ধ্যা কাণ্ড
Kishkindhyakanda	কিষ্কিন্ধ্যাকাণ্ড
Raisins	কিসমিস
Kisahili	কিসহিলি
Kisahili language	কিসহিলি ভাষা
Installment	কিস্তি
Kiyah	কিয়াহ
Kichak	কীচক
Insects	কীট
Insect mango	কীট আম
Pesticides	কীটনাশক
Insectivorous	কীটভোজী
Insectivores	কীটভোজী জীব
Keeto	কীটো
Insectivores	কীডভক্ষী
Keep	কীপ
Mincemeat	কীমা
Chemotherapy	কীমোথেরাপি
Kirtan	কীর্তন
Kirtaniya	কীর্তনীয়া
Fame	কীর্তি
Feats	কীর্তিকলাপ
Nail	কীল
Wedge	কীলক
Kilal	কীলাল
Kyoto	কীয়োটো
Ku Ku	কু কু
Curls	কুঁকড়ি
Wrinkled	কুঁচকানো
Groove	কুঁচি
Hump	কুঁজ
Hunchback	কুঁজা
The key	কুঁজি
Hump	কুঁজো
Lazy	কুঁড়া
Bud	কুঁড়ি
The hut	কুঁড়েঘর
The latticework	কুঁড়োজালি
Blunt	কুঁদ
Blunt action	কুঁদ কর্ম
Butt worker	কুঁদ কর্মি
Kundakal	কুঁদকল
Kundana	কুঁদনা
Kundru	কুঁদরু
Kundli	কুঁদলী
Butt	কুঁদা
Fresh water from the well	কুঁয়োর টাটকা জল
Queensland	কুইনসল্যান্ড
Quinine	কুইনাইন
Quintal	কুইন্টাল
Cook	কুক
Cook the cotton	কুকটি তুলো
Kukrod	কুকরোদ
Evil deeds	কুকর্ম
Cooker	কুকার
Cuckoo	কুকাল
Notoriety	কুকীর্তি
Cuckoo	কুকুভ
Cuckoo angry	কুকুভ রাগ
Cuckoo	কুকুভরাগ
Cuckoo	কুকুভা
Dogs	কুকুর
Dog race	কুকুর জাতি
Dog Province	কুকুর প্রদেশ
Dog-cough	কুকুর-কাশি
Dog-fly	কুকুর-মাছি
Coughing	কুকুরকাশি
Puppies	কুকুরমাছি
Puppy	কুকুরমুত্তা
Puppy	কুকুরের বাচ্চা
Kukustha	কুকুস্থ
Chicken	কুক্কুট
Cuckoo	কুক্কুটী
Evil	কুক্রিয়াসক্তা
Room	কুক্ষ
Cuckoo	কুক্ষি
Notoriety	কুখ্যাতি
Coog	কুগ
Kuga	কুগা
Cooch	কুচ
Parade	কুচকাওয়াজ
Crush	কুচাল
Kuchinta	কুচিন্তা
Kuchipudi	কুচিপুড়ি
Kuchipudi dance	কুচিপুড়ি নৃত্য
Evil attempt	কুচেষ্টা
Crushed shrimp	কুচো চিংড়ি
Something	কুচ্ছ
Kujan humming	কুজন গুঞ্জন
Wrinkles	কুঞ্চন
Arbor	কুঞ্জ
Kunjkanan	কুঞ্জকানন
Kunjaban	কুঞ্জবন
Kunjabha	কুঞ্জভা
Kunjar	কুঞ্জর
Kunjarbandhan	কুঞ্জরবন্দন
Kunjari	কুঞ্জরী
Humility	কুঞ্জলতা
Cunning	কুট
Deceptive terms	কুট পদ
Cunning	কুটকচালী
Kutki	কুটকি
Kutanhari	কুটনহারী
Kutnai	কুটনাই
Cunning	কুটনাপনা
Prostitute	কুটনি
Prostitute	কুটনী
Cottage	কুটি
Cottage	কুটির
Cottage industry	কুটির শিল্প
Crookedness	কুটিলতা
Crooked	কুটিলা
Cottage	কুটীর
Kutu	কুটু
Family	কুটুম্ব
Kutta	কুট্টা
Room	কুঠরি
Ax	কুঠার
The work of wielding an ax	কুঠার চালানোর কাজ
Ax	কুঠারিকা
Ax	কুঠারী
Cell	কুঠুরী
Cuddalore	কুডলোর
District of Cuddalore	কুডলোর জেলা
The city of Cuddalore	কুডলোর শহর
Crunch	কুড়মুড়ানি
Pick up	কুড়া
Picking up	কুড়ানি
Ax	কুড়াল
Twenty	কুড়ি
Twenty kathas	কুড়ি কাঠা
Twenty dates	কুড়ি তারিখ
Twenty years	কুড়ি বছর
Ugly	কুড়ুপ
Ax	কুড়ুল
Spade	কুডাল
Cudal town	কুডাল শহর
Kunabi	কুণবী
Kunabi race	কুণবী জাতি
Pool	কুণ্ড
Kundhar	কুণ্ডধার
Kundvedi	কুণ্ডভেদী
Coil	কুণ্ডল
Kundalini	কুণ্ডলিনী
Coil	কুণ্ডলিয়া
Kunda	কুণ্ডা
Kundi	কুণ্ডি
Kundik	কুণ্ডিক
Kundik Upanishad	কুণ্ডিক উপনিষদ
Kundikopanishad	কুণ্ডিকোপনিষদ
Sophistication	কুতর্ক
Sophistication	কুতর্কী
Ugly	কুতসিত
Dog	কুতার
Qutub Minar	কুতুব মিনার
Kutup	কুতূপ
Dog	কুত্তা
The ugly sage	কুত্স ঋষি
The ugly old woman	কুত্সিত্ বুড়ি
Ugly	কুত্সীত
Kuthodari	কুথোদরী
Ugly	কুদর্শন
Kudin	কুদিন
Evil eye	কুদৃষ্টি
Kunke	কুনকে
Kunlai	কুনলই
Kuna	কুনা
Kuni	কুনি
Kunika	কুনিকা
Policy	কুনীতি
Frustration	কুন্ঠা
Coil	কুন্ডল
Horoscope	কুন্ডলী
Kuntal	কুন্তল
Feast	কুন্তিভোজ
Kunti	কুন্তী
Kunthunath	কুন্থুনাথ
Blunt	কুন্দ
Blunt tree	কুন্দ গাছ
Kunda mountain	কুন্দ পর্বত
Kundan	কুন্দন
Kundansaj	কুন্দনসাজ
Kundu	কুন্দু
Kundur	কুন্দুর
Kundhi	কুন্ধী
Kundhi buffalo	কুন্ধী মোষ
Kupwara	কুপওয়াড়া
Kupwara district	কুপওয়াড়া জেলা
Kupwara town	কুপওয়াড়া শহর
Wrong way	কুপথ
Malpractice	কুপথ্য
Coupon	কুপন
Kupbah	কুপবাহ
